"Country or Area","Year(s)","Variant","Value"
"Burundi","2021","No change","12269.671"
"Burundi","2021","Momentum","12093.575"
"Burundi","2020","Medium","11890.784"
"Burundi","2020","High","11890.784"
"Burundi","2020","Low","11890.784"
"Burundi","2020","Constant fertility","11890.784"
"Burundi","2020","Instant replacement","11890.784"
"Burundi","2020","Zero migration","11890.784"
"Burundi","2020","Constant mortality","11890.784"
"Burundi","2020","No change","11890.784"
"Burundi","2020","Momentum","11890.784"
"Cabo Verde","2021","Medium","561.898"
"Cabo Verde","2021","High","562.603"
"Cabo Verde","2021","Low","561.081"
"Cabo Verde","2021","Constant fertility","562.227"
"Cabo Verde","2021","Instant replacement","561.612"
"Cabo Verde","2021","Zero migration","563.248"
"Cabo Verde","2021","Constant mortality","561.731"
"Cabo Verde","2021","No change","562.117"
"Cabo Verde","2021","Momentum","562.453"
"Cabo Verde","2020","Medium","555.987"
"Cabo Verde","2020","High","555.987"
"Cabo Verde","2020","Low","555.987"
"Cabo Verde","2020","Constant fertility","555.987"
"Cabo Verde","2020","Instant replacement","555.987"
"Cabo Verde","2020","Zero migration","555.987"
"Cabo Verde","2020","Constant mortality","555.987"
"Cabo Verde","2020","No change","555.987"
"Cabo Verde","2020","Momentum","555.987"
"Cambodia","2021","Medium","16946.438"
"Cambodia","2021","High","16971.967"
"Cambodia","2021","Low","16925.009"
"Cambodia","2021","Constant fertility","16960.328"
"Cambodia","2021","Instant replacement","16920.516"
"Cambodia","2021","Zero migration","16979.082"
"Cambodia","2021","Constant mortality","16944.426"
"Cambodia","2021","No change","16956.036"
"Cambodia","2021","Momentum","16938.86"
"Cambodia","2020","Medium","16718.965"
"Cambodia","2020","High","16718.965"
"Cambodia","2020","Low","16718.965"
"Cambodia","2020","Constant fertility","16718.965"
"Cambodia","2020","Instant replacement","16718.965"
"Cambodia","2020","Zero migration","16718.965"
"Cambodia","2020","Constant mortality","16718.965"
"Cambodia","2020","No change","16718.965"
"Cambodia","2020","Momentum","16718.965"
"Cameroon","2021","Medium","27224.265"
"Cameroon","2021","High","27252.263"
"Cameroon","2021","Low","27192.203"
"Cameroon","2021","Constant fertility","27257.949"
"Cameroon","2021","Instant replacement","26959.253"
"Cameroon","2021","Zero migration","27227.319"
"Cameroon","2021","Constant mortality","27209.863"
"Cameroon","2021","No change","27245.495"
"Cameroon","2021","Momentum","26958.062"
"Cameroon","2020","Medium","26545.863"
"Cameroon","2020","High","26545.863"
"Cameroon","2020","Low","26545.863"
"Cameroon","2020","Constant fertility","26545.863"
"Cameroon","2020","Instant replacement","26545.863"
"Cameroon","2020","Zero migration","26545.863"
"Cameroon","2020","Constant mortality","26545.863"
"Cameroon","2020","No change","26545.863"
"Cameroon","2020","Momentum","26545.863"
"Canada","2021","Medium","38067.903"
"Canada","2021","High","38103.666"
"Canada","2021","Low","38019.842"
"Canada","2021","Constant fertility","38069.889"
"Canada","2021","Instant replacement","38168.556"
"Canada","2021","Zero migration","37826.873"
"Canada","2021","Constant mortality","38051.229"
"Canada","2021","No change","38059.301"
"Canada","2021","Momentum","37998.3"
"Canada","2020","Medium","37742.154"
"Canada","2020","High","37742.154"
"Canada","2020","Low","37742.154"
"Canada","2020","Constant fertility","37742.154"
"Canada","2020","Instant replacement","37742.154"
"Canada","2020","Zero migration","37742.154"
"Canada","2020","Constant mortality","37742.154"
"Canada","2020","No change","37742.154"
"Canada","2020","Momentum","37742.154"
"Caribbean","2021","Medium","43761.967"
"Caribbean","2021","High","43857.594"
"Caribbean","2021","Low","43756.827"
"Caribbean","2021","Constant fertility","43830.473"
"Caribbean","2021","Instant replacement","43767.918"
"Caribbean","2021","Zero migration","43873.317"
"Caribbean","2021","Constant mortality","43797.169"
"Caribbean","2021","No change","43820.185"
"Caribbean","2021","Momentum","43806.159"
"Caribbean","2020","Medium","43532.365"
"Caribbean","2020","High","43532.365"
"Caribbean","2020","Low","43532.365"
"Caribbean","2020","Constant fertility","43532.365"
"Caribbean","2020","Instant replacement","43532.365"
"Caribbean","2020","Zero migration","43532.365"
"Caribbean","2020","Constant mortality","43532.365"
"Caribbean","2020","No change","43532.365"
"Caribbean","2020","Momentum","43532.365"
"Cayman Islands","2021","Medium","66.497"
"Cayman Islands","2021","High","66.578"
"Cayman Islands","2021","Low","66.443"
"Cayman Islands","2021","Constant fertility","66.503"
"Cayman Islands","2021","Instant replacement","66.629"
"Cayman Islands","2021","Zero migration","66.107"
"Cayman Islands","2021","Constant mortality","66.496"
"Cayman Islands","2021","No change","66.49"
"Cayman Islands","2021","Momentum","66.345"
"Cayman Islands","2020","Medium","65.722"
"Cayman Islands","2020","High","65.722"
"Cayman Islands","2020","Low","65.722"
"Cayman Islands","2020","Constant fertility","65.722"
"Cayman Islands","2020","Instant replacement","65.722"
"Cayman Islands","2020","Zero migration","65.722"
"Cayman Islands","2020","Constant mortality","65.722"
"Cayman Islands","2020","No change","65.722"
"Cayman Islands","2020","Momentum","65.722"
"Central African Republic","2021","Medium","4919.981"
"Central African Republic","2021","High","4924.964"
"Central African Republic","2021","Low","4914.693"
"Central African Republic","2021","Constant fertility","4926.871"
"Central African Republic","2021","Instant replacement","4873.653"
"Central African Republic","2021","Zero migration","4942.023"
"Central African Republic","2021","Constant mortality","4916.984"
"Central African Republic","2021","No change","4924.023"
"Central African Republic","2021","Momentum","4884.752"
"Central African Republic","2020","Medium","4829.767"
"Central African Republic","2020","High","4829.767"
"Central African Republic","2020","Low","4829.767"
"Central African Republic","2020","Constant fertility","4829.767"
"Central African Republic","2020","Instant replacement","4829.767"
"Central African Republic","2020","Zero migration","4829.767"
"Central African Republic","2020","Constant mortality","4829.767"
"Central African Republic","2020","No change","4829.767"
"Central African Republic","2020","Momentum","4829.767"
"Central America","2021","Medium","181721.496"
"Central America","2021","High","181953.301"
"Central America","2021","Low","181482.755"
"Central America","2021","Constant fertility","181830.849"
"Central America","2021","Instant replacement","181687.961"
"Central America","2021","Zero migration","181838.685"
"Central America","2021","Constant mortality","181699.84"
"Central America","2021","No change","181811.356"
"Central America","2021","Momentum","181748.041"
"Central America","2020","Medium","179670.2"
"Central America","2020","High","179670.2"
"Central America","2020","Low","179670.2"
"Central America","2020","Constant fertility","179670.2"
"Central America","2020","Instant replacement","179670.2"
"Central America","2020","Zero migration","179670.2"
"Central America","2020","Constant mortality","179670.2"
"Central America","2020","No change","179670.2"
"Central America","2020","Momentum","179670.2"
"Central and Southern Asia","2021","Medium","2037699.037"
"Central and Southern Asia","2021","High","2040258.908"
"Central and Southern Asia","2021","Low","2035231.434"
"Central and Southern Asia","2021","Constant fertility","2039058.668"
"Central and Southern Asia","2021","Instant replacement","2036728.718"
"Central and Southern Asia","2021","Zero migration","2038830.904"
"Central and Southern Asia","2021","Constant mortality","2037229.933"
"Central and Southern Asia","2021","No change","2038527.533"
"Central and Southern Asia","2021","Momentum","2037197.24"
"Central and Southern Asia","2020","Medium","2014708.562"
"Central and Southern Asia","2020","High","2014708.562"
"Central and Southern Asia","2020","Low","2014708.562"
"Central and Southern Asia","2020","Constant fertility","2014708.562"
"Central and Southern Asia","2020","Instant replacement","2014708.562"
"Central and Southern Asia","2020","Zero migration","2014708.562"
"Central and Southern Asia","2020","Constant mortality","2014708.562"
"Central and Southern Asia","2020","No change","2014708.562"
"Central and Southern Asia","2020","Momentum","2014708.562"
"Central Asia","2021","Medium","75426.632"
"Central Asia","2021","High","75547.691"
"Central Asia","2021","Low","75345.509"
"Central Asia","2021","Constant fertility","75504.031"
"Central Asia","2021","Instant replacement","75237.269"
"Central Asia","2021","Zero migration","75490.958"
"Central Asia","2021","Constant mortality","75434.989"
"Central Asia","2021","No change","75491.503"
"Central Asia","2021","Momentum","75259.49"
"Central Asia","2020","Medium","74338.95"
"Central Asia","2020","High","74338.95"
"Central Asia","2020","Low","74338.95"
"Central Asia","2020","Constant fertility","74338.95"
"Central Asia","2020","Instant replacement","74338.95"
"Central Asia","2020","Zero migration","74338.95"
"Central Asia","2020","Constant mortality","74338.95"
"Central Asia","2020","No change","74338.95"
"Central Asia","2020","Momentum","74338.95"
"Chad","2021","Medium","16914.985"
"Chad","2021","High","16933.32"
"Chad","2021","Low","16898.628"
"Chad","2021","Constant fertility","16946.468"
"Chad","2021","Instant replacement","16691.989"
"Chad","2021","Zero migration","16914.713"
"Chad","2021","Constant mortality","16907.773"
"Chad","2021","No change","16938.384"
"Chad","2021","Momentum","16689.253"
"Chad","2020","Medium","16425.864"
"Chad","2020","High","16425.864"
"Chad","2020","Low","16425.864"
"Chad","2020","Constant fertility","16425.864"
"Chad","2020","Instant replacement","16425.864"
"Chad","2020","Zero migration","16425.864"
"Chad","2020","Constant mortality","16425.864"
"Chad","2020","No change","16425.864"
"Chad","2020","Momentum","16425.864"
"Channel Islands","2021","Medium","175.245"
"Channel Islands","2021","High","175.225"
"Channel Islands","2021","Low","174.864"
"Channel Islands","2021","Constant fertility","175.02"
"Channel Islands","2021","Instant replacement","175.646"
"Channel Islands","2021","Zero migration","174.197"
"Channel Islands","2021","Constant mortality","174.981"
"Channel Islands","2021","No change","174.952"
"Channel Islands","2021","Momentum","175.02"
"Channel Islands","2020","Medium","173.863"
"Channel Islands","2020","High","173.863"
"Channel Islands","2020","Low","173.863"
"Channel Islands","2020","Constant fertility","173.863"
"Channel Islands","2020","Instant replacement","173.863"
"Channel Islands","2020","Zero migration","173.863"
"Channel Islands","2020","Constant mortality","173.863"
"Channel Islands","2020","No change","173.863"
"Channel Islands","2020","Momentum","173.863"
"Chile","2021","Medium","19212.361"
"Chile","2021","High","19155.221"
"Chile","2021","Low","19107.722"
"Chile","2021","Constant fertility","19136.777"
"Chile","2021","Instant replacement","19255.077"
"Chile","2021","Zero migration","19224.101"
"Chile","2021","Constant mortality","19127.405"
"Chile","2021","No change","19132.654"
"Chile","2021","Momentum","19305.842"
"Chile","2020","Medium","19116.201"
"Chile","2020","High","19116.201"
"Chile","2020","Low","19116.201"
"Chile","2020","Constant fertility","19116.201"
"Chile","2020","Instant replacement","19116.201"
"Chile","2020","Zero migration","19116.201"
"Chile","2020","Constant mortality","19116.201"
"Chile","2020","No change","19116.201"
"Chile","2020","Momentum","19116.201"
"China","2021","Medium","1444216.107"
"China","2021","High","1445710.421"
"China","2021","Low","1442537.389"
"China","2021","Constant fertility","1444051.117"
"China","2021","Instant replacement","1446858.783"
"China","2021","Zero migration","1444514.491"
"China","2021","Constant mortality","1443709.336"
"China","2021","No change","1443627.57"
"China","2021","Momentum","1446757.892"
"China","2020","Medium","1439323.776"
"China","2020","High","1439323.776"
"China","2020","Low","1439323.776"
"China","2020","Constant fertility","1439323.776"
"China","2020","Instant replacement","1439323.776"
"China","2020","Zero migration","1439323.776"
"China","2020","Constant mortality","1439323.776"
"China","2020","No change","1439323.776"
"China","2020","Momentum","1439323.776"
"China, Hong Kong SAR","2021","Medium","7552.81"
"China, Hong Kong SAR","2021","High","7550.603"
"China, Hong Kong SAR","2021","Low","7530.731"
"China, Hong Kong SAR","2021","Constant fertility","7537.412"
"China, Hong Kong SAR","2021","Instant replacement","7579.205"
"China, Hong Kong SAR","2021","Zero migration","7527.197"
"China, Hong Kong SAR","2021","Constant mortality","7538.722"
"China, Hong Kong SAR","2021","No change","7535.453"
"China, Hong Kong SAR","2021","Momentum","7561.964"
"China, Hong Kong SAR","2020","Medium","7496.981"
"China, Hong Kong SAR","2020","High","7496.981"
"China, Hong Kong SAR","2020","Low","7496.981"
"China, Hong Kong SAR","2020","Constant fertility","7496.981"
"China, Hong Kong SAR","2020","Instant replacement","7496.981"
"China, Hong Kong SAR","2020","Zero migration","7496.981"
"China, Hong Kong SAR","2020","Constant mortality","7496.981"
"China, Hong Kong SAR","2020","No change","7496.981"
"China, Hong Kong SAR","2020","Momentum","7496.981"
"China, Macao SAR","2021","Medium","658.394"
"China, Macao SAR","2021","High","659.782"
"China, Macao SAR","2021","Low","657.783"
"China, Macao SAR","2021","Constant fertility","658.43"
"China, Macao SAR","2021","Instant replacement","661.139"
"China, Macao SAR","2021","Zero migration","653.748"
"China, Macao SAR","2021","Constant mortality","658.663"
"China, Macao SAR","2021","No change","658.309"
"China, Macao SAR","2021","Momentum","657.597"
"China, Macao SAR","2020","Medium","649.335"
"China, Macao SAR","2020","High","649.335"
"China, Macao SAR","2020","Low","649.335"
"China, Macao SAR","2020","Constant fertility","649.335"
"China, Macao SAR","2020","Instant replacement","649.335"
"China, Macao SAR","2020","Zero migration","649.335"
"China, Macao SAR","2020","Constant mortality","649.335"
